doid_id	drugbank_id	disease	drug	category	n_curators	n_resources	piece
DOID:1094	DB00289	attention deficit hyperactivity disorder	Atomoxetine	SYM	3	1	0
DOID:1094	DB00458	attention deficit hyperactivity disorder	Imipramine	SYM	3	1	0
DOID:11054	DB00305	urinary bladder cancer	Mitomycin	DM	3	2	0
DOID:11119	DB00334	Gilles de la Tourette syndrome	Olanzapine	SYM	3	1	0
DOID:1115	DB00445	sarcoma	Epirubicin	DM	3	1	0
DOID:1115	DB00851	sarcoma	Dacarbazine	DM	3	1	0
DOID:1115	DB01204	sarcoma	Mitoxantrone	DM	2	1	0
DOID:11476	DB00286	osteoporosis	Conjugated Estrogens	DM	3	2	0
DOID:11476	DB00603	osteoporosis	Medroxyprogesterone Acetate	NOT	3	1	0
DOID:11476	DB00621	osteoporosis	Oxandrolone	SYM	2	2	0
DOID:11476	DB00884	osteoporosis	Risedronate	DM	3	2	0
DOID:11476	DB00999	osteoporosis	Hydrochlorothiazide	NOT	3	1	0
DOID:11612	DB00977	polycystic ovary syndrome	Ethinyl Estradiol	SYM	2	1	0
DOID:1192	DB00982	peripheral nervous system neoplasm	Isotretinoin	DM	2	1	0
DOID:1192	DB00997	peripheral nervous system neoplasm	Doxorubicin	DM	3	2	0
DOID:1192	DB01042	peripheral nervous system neoplasm	Melphalan	DM	2	2	0
DOID:11934	DB00544	head and neck cancer	Fluorouracil	DM	3	1	0
DOID:11934	DB01085	head and neck cancer	Pilocarpine	SYM	3	1	0
DOID:12236	DB01394	primary biliary cirrhosis	Colchicine	DM	1	1	0
DOID:12236	DB01586	primary biliary cirrhosis	Ursodeoxycholic acid	DM	1	1	0
DOID:12306	DB00553	vitiligo	Methoxsalen	DM	3	1	0
DOID:12361	DB00763	Graves' disease	Methimazole	DM	3	2	0
DOID:12365	DB01190	malaria	Clindamycin	DM	3	1	0
DOID:12365	DB01346	malaria	Quinidine barbiturate	DM	2	2	0
DOID:12849	DB00245	autistic disorder	Benzatropine	SYM	3	1	0
DOID:12849	DB00575	autistic disorder	Clonidine	SYM	3	1	0
DOID:12849	DB00734	autistic disorder	Risperidone	SYM	3	3	0
DOID:12930	DB00390	dilated cardiomyopathy	Digoxin	SYM	1	1	0
DOID:12930	DB00421	dilated cardiomyopathy	Spironolactone	DM	2	1	0
DOID:13189	DB00437	gout	Allopurinol	DM	3	2	0
DOID:13189	DB00741	gout	Hydrocortisone	DM	1	1	0
DOID:13189	DB00788	gout	Naproxen	DM	1	2	0
DOID:1319	DB00443	brain cancer	Betamethasone	SYM	3	2	0
DOID:1319	DB00620	brain cancer	Triamcinolone	SYM	2	1	0
DOID:1319	DB00958	brain cancer	Carboplatin	DM	3	1	0
DOID:1319	DB00959	brain cancer	Methylprednisolone	SYM	3	1	0
DOID:1319	DB01206	brain cancer	Lomustine	DM	3	1	0
DOID:1324	DB00762	lung cancer	Irinotecan	DM	3	1	0
DOID:1324	DB00997	lung cancer	Doxorubicin	DM	3	1	0
DOID:1324	DB01005	lung cancer	Hydroxyurea	NOT	2	1	0
DOID:1324	DB01229	lung cancer	Paclitaxel	DM	3	2	0
DOID:1324	DB08865	lung cancer	Crizotinib	DM	3	1	0
DOID:13378	DB00945	Kawasaki disease	Acetylsalicylic acid	DM	3	1	0
DOID:14330	DB00215	Parkinson's disease	Citalopram	NOT	1	1	0
DOID:14330	DB00323	Parkinson's disease	Tolcapone	SYM	3	3	0
DOID:14330	DB00687	Parkinson's disease	Fludrocortisone	SYM	2	1	0
DOID:14330	DB01186	Parkinson's disease	Pergolide	SYM	2	2	0
DOID:14330	DB01200	Parkinson's disease	Bromocriptine	SYM	3	3	0
DOID:14330	DB01235	Parkinson's disease	L-DOPA	SYM	3	2	0
DOID:14330	DB01367	Parkinson's disease	Rasagiline	SYM	3	4	0
DOID:1459	DB01583	hypothyroidism	Liotrix	DM	3	3	0
DOID:1595	DB00458	endogenous depression	Imipramine	SYM	3	2	0
DOID:1595	DB00715	endogenous depression	Paroxetine	SYM	3	2	0
DOID:1612	DB00014	breast cancer	Goserelin	DM	3	2	0
DOID:1612	DB00351	breast cancer	Megestrol acetate	SYM	1	1	0
DOID:1612	DB00441	breast cancer	Gemcitabine	DM	3	2	0
DOID:1612	DB00443	breast cancer	Betamethasone	SYM	2	1	0
DOID:1612	DB00445	breast cancer	Epirubicin	DM	3	2	0
DOID:1612	DB00481	breast cancer	Raloxifene	DM	3	3	0
DOID:1612	DB00570	breast cancer	Vinblastine	DM	3	2	0
DOID:1612	DB00603	breast cancer	Medroxyprogesterone Acetate	SYM	1	1	0
DOID:1612	DB00761	breast cancer	Potassium Chloride	NOT	3	1	0
DOID:1612	DB00947	breast cancer	Fulvestrant	DM	3	1	0
DOID:1612	DB01101	breast cancer	Capecitabine	DM	3	3	0
DOID:1612	DB01133	breast cancer	Tiludronate	NOT	2	1	0
DOID:1612	DB01248	breast cancer	Docetaxel	DM	3	3	0
DOID:1612	DB01259	breast cancer	Lapatinib	DM	3	3	0
DOID:1612	DB04845	breast cancer	Ixabepilone	DM	3	1	0
DOID:1686	DB00287	glaucoma	Travoprost	DM	2	4	0
DOID:1686	DB00305	glaucoma	Mitomycin	NOT	2	1	0
DOID:1686	DB00373	glaucoma	Timolol	DM	3	2	0
DOID:1686	DB00654	glaucoma	Latanoprost	DM	3	4	0
DOID:1686	DB00819	glaucoma	Acetazolamide	DM	3	2	0
DOID:1781	DB00445	thyroid cancer	Epirubicin	DM	3	1	0
DOID:1793	DB00445	pancreatic cancer	Epirubicin	DM	3	1	0
DOID:1826	DB00313	epilepsy syndrome	Valproic Acid	DM	2	2	0
DOID:1826	DB00350	epilepsy syndrome	Minoxidil	NOT	3	1	0
DOID:1826	DB00555	epilepsy syndrome	Lamotrigine	DM	1	3	0
DOID:1826	DB00564	epilepsy syndrome	Carbamazepine	DM	1	4	0
DOID:1826	DB00909	epilepsy syndrome	Zonisamide	DM	1	4	0
DOID:1826	DB00996	epilepsy syndrome	Gabapentin	DM	1	3	0
DOID:1826	DB01080	epilepsy syndrome	Vigabatrin	DM	1	1	0
DOID:1826	DB01351	epilepsy syndrome	Amobarbital	DM	1	1	0
DOID:1826	DB06218	epilepsy syndrome	Lacosamide	DM	1	1	0
DOID:1909	DB00851	melanoma	Dacarbazine	DM	3	2	0
DOID:1909	DB00853	melanoma	Temozolomide	DM	2	2	0
DOID:1909	DB01042	melanoma	Melphalan	NOT	2	1	0
DOID:1909	DB01206	melanoma	Lomustine	NOT	3	1	0
DOID:1909	DB01248	melanoma	Docetaxel	DM	3	2	0
DOID:1936	DB00627	atherosclerosis	Niacin	DM	2	2	0
DOID:1936	DB00758	atherosclerosis	Clopidogrel	NOT	3	2	0
DOID:2043	DB01265	hepatitis B	Telbivudine	DM	3	1	0
DOID:2174	DB00970	ocular cancer	Dactinomycin	DM	3	1	0
DOID:219	DB01234	colon cancer	Dexamethasone	SYM	2	1	0
DOID:2355	DB00443	anemia	Betamethasone	NOT	3	1	0
DOID:2355	DB00635	anemia	Prednisone	NOT	2	1	0
DOID:2355	DB00959	anemia	Methylprednisolone	NOT	1	1	0
DOID:2355	DB08826	anemia	Deferiprone	NOT	1	1	0
DOID:2377	DB00203	multiple sclerosis	Sildenafil	SYM	3	1	0
DOID:2377	DB00230	multiple sclerosis	Pregabalin	SYM	3	1	0
DOID:2377	DB00252	multiple sclerosis	Phenytoin	NOT	3	1	0
DOID:2377	DB00425	multiple sclerosis	Zolpidem	SYM	2	1	0
DOID:2377	DB00635	multiple sclerosis	Prednisone	DM	1	3	0
DOID:2377	DB00697	multiple sclerosis	Tizanidine	SYM	3	2	0
DOID:2377	DB00953	multiple sclerosis	Rizatriptan	NOT	3	1	0
DOID:2377	DB01589	multiple sclerosis	Quazepam	SYM	3	1	0
DOID:2394	DB00291	ovarian cancer	Chlorambucil	DM	3	1	0
DOID:2394	DB01005	ovarian cancer	Hydroxyurea	NOT	2	1	0
DOID:2531	DB00261	hematologic cancer	Anagrelide	DM	3	1	0
DOID:2531	DB00307	hematologic cancer	Bexarotene	DM	3	2	0
DOID:2531	DB00352	hematologic cancer	Tioguanine	DM	3	1	0
DOID:2531	DB00399	hematologic cancer	Zoledronate	NOT	2	3	0
DOID:2531	DB00428	hematologic cancer	Streptozocin	NOT	2	1	0
DOID:2531	DB00441	hematologic cancer	Gemcitabine	DM	2	1	0
DOID:2531	DB00444	hematologic cancer	Teniposide	DM	3	2	0
DOID:2531	DB00515	hematologic cancer	Cisplatin	DM	3	1	0
DOID:2531	DB00552	hematologic cancer	Pentostatin	DM	3	1	0
DOID:2531	DB00553	hematologic cancer	Methoxsalen	DM	3	1	0
DOID:2531	DB00570	hematologic cancer	Vinblastine	DM	3	2	0
DOID:2531	DB00631	hematologic cancer	Clofarabine	DM	3	2	0
DOID:2531	DB00888	hematologic cancer	Mechlorethamine	DM	3	1	0
DOID:2531	DB01008	hematologic cancer	Busulfan	DM	3	2	0
DOID:263	DB00736	kidney cancer	Esomeprazole	SYM	2	1	0
DOID:263	DB01590	kidney cancer	Everolimus	DM	3	3	0
DOID:263	DB06287	kidney cancer	Temsirolimus	DM	3	2	0
DOID:2841	DB00218	asthma	Moxifloxacin	NOT	2	1	0
DOID:2841	DB00455	asthma	Loratadine	DM	1	1	0
DOID:2841	DB00537	asthma	Ciprofloxacin	NOT	2	1	0
DOID:2841	DB00635	asthma	Prednisone	DM	2	4	0
DOID:2841	DB00716	asthma	Nedocromil	DM	2	2	0
DOID:2841	DB00938	asthma	Salmeterol	DM	2	1	0
DOID:2841	DB01222	asthma	Budesonide	DM	3	1	0
DOID:2841	DB05389	asthma	WF10	DM	2	1	0
DOID:2994	DB00773	germ cell cancer	Etoposide	DM	3	2	0
DOID:2994	DB00917	germ cell cancer	Dinoprostone	NOT	3	1	0
DOID:2998	DB00291	testicular cancer	Chlorambucil	DM	3	1	0
DOID:2998	DB00570	testicular cancer	Vinblastine	DM	3	2	0
DOID:2998	DB00958	testicular cancer	Carboplatin	DM	3	1	0
DOID:3070	DB00853	malignant glioma	Temozolomide	DM	3	1	0
DOID:3083	DB00254	chronic obstructive pulmonary disease	Doxycycline	SYM	2	1	0
DOID:3083	DB00471	chronic obstructive pulmonary disease	Montelukast	DM	3	1	0
DOID:3083	DB00820	chronic obstructive pulmonary disease	Tadalafil	NOT	2	1	0
DOID:3083	DB00860	chronic obstructive pulmonary disease	Prednisolone	DM	2	2	0
DOID:3083	DB01165	chronic obstructive pulmonary disease	Ofloxacin	SYM	1	1	0
DOID:3083	DB01223	chronic obstructive pulmonary disease	Aminophylline	DM	1	1	0
DOID:3310	DB00635	atopic dermatitis	Prednisone	DM	2	2	0
DOID:3310	DB00860	atopic dermatitis	Prednisolone	DM	2	1	0
DOID:3310	DB01047	atopic dermatitis	Fluocinonide	DM	3	1	0
DOID:3310	DB01142	atopic dermatitis	Doxepin	SYM	2	1	0
DOID:3312	DB00215	bipolar disorder	Citalopram	SYM	3	1	0
DOID:3312	DB00246	bipolar disorder	Ziprasidone	SYM	3	3	0
DOID:3312	DB00477	bipolar disorder	Chlorpromazine	SYM	3	1	0
DOID:3312	DB00776	bipolar disorder	Oxcarbazepine	SYM	3	2	0
DOID:3312	DB00996	bipolar disorder	Gabapentin	SYM	3	1	0
DOID:3312	DB01068	bipolar disorder	Clonazepam	SYM	2	2	0
DOID:3393	DB00295	coronary artery disease	Morphine	SYM	3	2	0
DOID:3393	DB00641	coronary artery disease	Simvastatin	DM	3	3	0
DOID:3393	DB00727	coronary artery disease	Nitroglycerin	SYM	3	3	0
DOID:3393	DB00761	coronary artery disease	Potassium Chloride	NOT	3	1	0
DOID:3393	DB00883	coronary artery disease	Isosorbide Dinitrate	SYM	3	3	0
DOID:3393	DB00973	coronary artery disease	Ezetimibe	DM	3	1	0
DOID:3393	DB01118	coronary artery disease	Amiodarone	NOT	2	1	0
DOID:3393	DB01197	coronary artery disease	Captopril	DM	3	2	0
DOID:3571	DB00331	liver cancer	Metformin	NOT	2	1	0
DOID:363	DB00773	uterine cancer	Etoposide	DM	3	1	0
DOID:363	DB00958	uterine cancer	Carboplatin	DM	3	1	0
DOID:4045	DB00541	muscle cancer	Vincristine	DM	3	2	0
DOID:4045	DB00997	muscle cancer	Doxorubicin	DM	3	1	0
DOID:4159	DB00262	skin cancer	Carmustine	NOT	2	1	0
DOID:4159	DB00970	skin cancer	Dactinomycin	DM	3	1	0
DOID:418	DB00722	systemic scleroderma	Lisinopril	DM	2	1	0
DOID:418	DB00764	systemic scleroderma	Mometasone	DM	2	1	0
DOID:418	DB00916	systemic scleroderma	Metronidazole	NOT	2	1	0
DOID:418	DB01197	systemic scleroderma	Captopril	DM	2	1	0
DOID:4362	DB01030	cervical cancer	Topotecan	DM	3	1	0
DOID:4481	DB00935	allergic rhinitis	Oxymetazoline	SYM	2	1	0
DOID:4481	DB00967	allergic rhinitis	Desloratadine	DM	2	1	0
DOID:4481	DB01075	allergic rhinitis	Diphenhydramine	DM	1	1	0
DOID:4481	DB01364	allergic rhinitis	Ephedrine	SYM	3	1	0
DOID:5041	DB00338	esophageal cancer	Omeprazole	SYM	1	1	0
DOID:5041	DB00515	esophageal cancer	Cisplatin	DM	3	1	0
DOID:5041	DB01101	esophageal cancer	Capecitabine	DM	3	1	0
DOID:5408	DB00630	Paget's disease of bone	Alendronate	DM	3	2	0
DOID:5419	DB00334	schizophrenia	Olanzapine	SYM	3	2	0
DOID:5419	DB00502	schizophrenia	Haloperidol	SYM	3	2	0
DOID:5419	DB00555	schizophrenia	Lamotrigine	SYM	3	1	0
DOID:5419	DB00679	schizophrenia	Thioridazine	SYM	2	1	0
DOID:5419	DB01063	schizophrenia	Acetophenazine	SYM	3	1	0
DOID:5419	DB01238	schizophrenia	Aripiprazole	SYM	3	2	0
DOID:5419	DB01623	schizophrenia	Thiothixene	SYM	3	1	0
DOID:594	DB00215	panic disorder	Citalopram	SYM	3	1	0
DOID:594	DB00285	panic disorder	Venlafaxine	SYM	3	1	0
DOID:594	DB00334	panic disorder	Olanzapine	SYM	3	1	0
DOID:594	DB00472	panic disorder	Fluoxetine	SYM	3	1	0
DOID:594	DB00540	panic disorder	Nortriptyline	SYM	3	2	0
DOID:594	DB00715	panic disorder	Paroxetine	SYM	3	3	0
DOID:594	DB00934	panic disorder	Maprotiline	SYM	3	1	0
DOID:635	DB00445	acquired immunodeficiency syndrome	Epirubicin	NOT	2	1	0
DOID:635	DB00615	acquired immunodeficiency syndrome	Rifabutin	NOT	2	1	0
DOID:635	DB00701	acquired immunodeficiency syndrome	Amprenavir	DM	3	1	0
DOID:635	DB00900	acquired immunodeficiency syndrome	Didanosine	DM	3	1	0
DOID:6364	DB00953	migraine	Rizatriptan	SYM	3	3	0
DOID:7147	DB00338	ankylosing spondylitis	Omeprazole	NOT	2	1	0
DOID:7147	DB00563	ankylosing spondylitis	Methotrexate	DM	3	1	0
DOID:7147	DB00635	ankylosing spondylitis	Prednisone	DM	1	2	0
DOID:7148	DB00158	rheumatoid arthritis	Folic Acid	NOT	3	1	0
DOID:7148	DB00338	rheumatoid arthritis	Omeprazole	NOT	3	1	0
DOID:7148	DB00425	rheumatoid arthritis	Zolpidem	NOT	3	1	0
DOID:7148	DB00500	rheumatoid arthritis	Tolmetin	SYM	2	1	0
DOID:7148	DB00635	rheumatoid arthritis	Prednisone	DM	2	2	0
DOID:7148	DB00697	rheumatoid arthritis	Tizanidine	NOT	2	1	0
DOID:7148	DB00736	rheumatoid arthritis	Esomeprazole	NOT	2	1	0
DOID:7148	DB00860	rheumatoid arthritis	Prednisolone	DM	2	2	0
DOID:7148	DB00993	rheumatoid arthritis	Azathioprine	DM	3	2	0
DOID:7148	DB01399	rheumatoid arthritis	Salsalate	SYM	3	2	0
DOID:7148	DB01401	rheumatoid arthritis	Trisalicylate-choline	SYM	3	1	0
DOID:784	DB00136	chronic kidney failure	Calcitriol	SYM	3	1	0
DOID:784	DB00258	chronic kidney failure	Calcium Acetate	SYM	2	1	0
DOID:784	DB00903	chronic kidney failure	Ethacrynic acid	SYM	3	1	0
DOID:8577	DB00158	ulcerative colitis	Folic Acid	NOT	3	1	0
DOID:8577	DB00184	ulcerative colitis	Nicotine	DM	2	1	0
DOID:8577	DB00620	ulcerative colitis	Triamcinolone	DM	2	2	0
DOID:8577	DB01014	ulcerative colitis	Balsalazide	DM	3	4	0
DOID:8577	DB01033	ulcerative colitis	Mercaptopurine	DM	3	3	0
DOID:8778	DB00795	Crohn's disease	Sulfasalazine	DM	3	1	0
DOID:8893	DB00443	psoriasis	Betamethasone	DM	1	2	0
DOID:8893	DB00553	psoriasis	Methoxsalen	DM	3	1	0
DOID:8893	DB00591	psoriasis	Fluocinolone Acetonide	DM	2	1	0
DOID:8893	DB00936	psoriasis	Salicylic acid	SYM	1	2	0
DOID:8893	DB01047	psoriasis	Fluocinonide	DM	2	1	0
DOID:8986	DB01576	narcolepsy	Dextroamphetamine	SYM	3	2	0
DOID:8986	DB01577	narcolepsy	Methamphetamine	SYM	3	1	0
DOID:9008	DB00563	psoriatic arthritis	Methotrexate	DM	3	1	0
DOID:9008	DB00620	psoriatic arthritis	Triamcinolone	DM	2	1	0
DOID:9074	DB00091	systemic lupus erythematosus	Cyclosporine	DM	3	2	0
DOID:9074	DB00722	systemic lupus erythematosus	Lisinopril	NOT	3	1	0
DOID:9074	DB00788	systemic lupus erythematosus	Naproxen	SYM	3	1	0
DOID:9074	DB00860	systemic lupus erythematosus	Prednisolone	DM	2	2	0
DOID:9074	DB00924	systemic lupus erythematosus	Cyclobenzaprine	NOT	2	1	0
DOID:9074	DB00959	systemic lupus erythematosus	Methylprednisolone	DM	2	3	0
DOID:9352	DB00177	type 2 diabetes mellitus	Valsartan	DM	1	1	0
DOID:9352	DB00222	type 2 diabetes mellitus	Glimepiride	DM	3	4	0
DOID:9352	DB00491	type 2 diabetes mellitus	Miglitol	DM	2	2	0
DOID:9352	DB01120	type 2 diabetes mellitus	Gliclazide	DM	3	1	0
DOID:9352	DB01124	type 2 diabetes mellitus	Tolbutamide	DM	2	2	0
DOID:9352	DB01261	type 2 diabetes mellitus	Sitagliptin	DM	3	4	0
DOID:986	DB00620	alopecia areata	Triamcinolone	DM	3	1	0
DOID:9970	DB00191	obesity	Phentermine	DM	3	2	0
DOID:9970	DB00273	obesity	Topiramate	DM	3	2	0
DOID:9970	DB00397	obesity	Phenylpropanolamine	DM	2	1	0
DOID:9970	DB00937	obesity	Diethylpropion	DM	2	1	0
DOID:9970	DB01105	obesity	Sibutramine	DM	3	1	0
DOID:9970	DB01577	obesity	Methamphetamine	DM	1	2	0
DOID:9970	DB01579	obesity	Phendimetrazine	DM	3	2	0
